,kms_driven,owner,age,power,brand
2204,54500.0,First Owner,9.0,160.0,TVS
2205,61145.0,Second Owner,10.0,100.0,Hero
2206,17750.0,First Owner,6.0,535.0,Royal Enfield
2207,12050.0,First Owner,5.0,160.0,Honda
2208,32000.0,First Owner,5.0,350.0,Royal Enfield
2209,38385.0,First Owner,11.0,125.0,Hero
2210,7000.0,First Owner,9.0,200.0,KTM
2212,20812.0,First Owner,5.0,110.0,Honda
2213,50000.0,First Owner,11.0,100.0,Hero
2214,4500.0,First Owner,3.0,160.0,Honda
2215,90000.0,First Owner,16.0,100.0,Hero
2216,44000.0,First Owner,7.0,100.0,Hero
2217,15600.0,First Owner,4.0,150.0,Bajaj
2218,10000.0,First Owner,16.0,100.0,Hero
2220,600.0,First Owner,3.0,200.0,Bajaj
2221,34710.0,Third Owner,14.0,150.0,Bajaj
2222,13400.0,First Owner,4.0,390.0,KTM
2223,8200.0,Second Owner,6.0,200.0,KTM
2224,79305.0,First Owner,11.0,150.0,Hero
2225,10312.0,First Owner,4.0,410.0,Royal Enfield
2226,11068.0,First Owner,3.0,200.0,TVS
2227,16771.0,First Owner,6.0,350.0,Royal Enfield
2228,5000.0,First Owner,2.0,650.0,Royal Enfield
2229,7800.0,First Owner,8.0,650.0,Hyosung
2230,3500.0,First Owner,4.0,160.0,Bajaj
2231,7840.0,First Owner,5.0,150.0,Bajaj
2232,8970.0,First Owner,4.0,250.0,Honda
2233,21000.0,First Owner,7.0,350.0,Royal Enfield
2234,19976.0,First Owner,11.0,100.0,Hero
2235,25000.0,First Owner,7.0,100.0,Bajaj
2236,17000.0,First Owner,3.0,310.0,TVS
2243,25341.0,First Owner,8.0,135.0,Bajaj
2244,25536.0,First Owner,7.0,865.0,Triumph
2247,17100.0,First Owner,4.0,160.0,Honda
2253,26100.0,First Owner,7.0,500.0,Royal Enfield
2254,26000.0,First Owner,8.0,150.0,Honda
2255,14900.0,First Owner,5.0,500.0,Royal Enfield
2256,10658.0,First Owner,5.0,100.0,Hero
2258,9396.0,First Owner,3.0,125.0,Honda
2259,20000.0,First Owner,5.0,410.0,Royal Enfield
2260,20925.0,First Owner,9.0,100.0,Hero
2261,23244.0,First Owner,5.0,110.0,TVS
2262,46411.0,First Owner,6.0,125.0,Hero
2263,8000.0,First Owner,2.0,650.0,Kawasaki
2264,152.0,First Owner,5.0,1000.0,Yamaha
2265,300.0,Third Owner,24.0,135.0,Yamaha
2266,12000.0,First Owner,4.0,302.0,Benelli
2267,182.0,First Owner,3.0,900.0,Kawasaki
2268,16000.0,First Owner,5.0,180.0,TVS
2269,15000.0,First Owner,4.0,400.0,Bajaj
2270,15000.0,First Owner,5.0,100.0,Hero
2271,7658.0,First Owner,4.0,125.0,Honda
2272,2500.0,Second Owner,4.0,750.0,Harley-Davidson
2273,14400.0,First Owner,8.0,160.0,TVS
2274,6500.0,First Owner,3.0,150.0,Yamaha
2275,26452.0,First Owner,10.0,220.0,Bajaj
2276,14000.0,First Owner,2.0,350.0,Royal Enfield
2277,8700.0,First Owner,4.0,410.0,Royal Enfield
2278,50000.0,First Owner,12.0,150.0,Yamaha
2279,22000.0,First Owner,3.0,300.0,Mahindra
2280,33500.0,First Owner,5.0,350.0,Royal Enfield
2281,22000.0,First Owner,5.0,350.0,Royal Enfield
2282,28000.0,Second Owner,6.0,125.0,Bajaj
2283,6517.0,First Owner,2.0,350.0,Royal Enfield
2284,300.0,First Owner,6.0,1000.0,Honda
2285,61000.0,Second Owner,13.0,150.0,Hero
2286,8000.0,Second Owner,14.0,600.0,Honda
2287,20127.0,First Owner,4.0,150.0,Bajaj
2288,4400.0,Second Owner,5.0,959.0,Ducati
2289,42500.0,First Owner,6.0,220.0,Bajaj
2290,17000.0,First Owner,5.0,150.0,Yamaha
2291,3000.0,First Owner,4.0,797.0,Ducati
2292,16000.0,First Owner,10.0,1200.0,Ducati
2293,15500.0,First Owner,11.0,100.0,Hero
2294,183.0,First Owner,3.0,1000.0,Suzuki
2295,32000.0,First Owner,4.0,390.0,KTM
2296,24936.0,First Owner,10.0,125.0,Honda
2297,6231.0,First Owner,11.0,125.0,Honda
2298,66000.0,First Owner,12.0,100.0,Hero
2299,646000.0,First Owner,24.0,100.0,Hero
2300,312.0,First Owner,8.0,1300.0,Suzuki
2301,3800.0,First Owner,7.0,1300.0,Suzuki
2302,56592.0,First Owner,9.0,160.0,TVS
2303,19800.0,First Owner,8.0,110.0,Honda
2304,14000.0,First Owner,6.0,350.0,Royal Enfield
2305,19000.0,First Owner,4.0,110.0,Hero
2306,26000.0,First Owner,4.0,100.0,Hero
2307,76000.0,First Owner,10.0,150.0,Yamaha
2308,9000.0,Second Owner,6.0,160.0,Honda
2309,1500.0,First Owner,2.0,150.0,Yamaha
2310,3400.0,First Owner,10.0,500.0,Royal Enfield
2311,38800.0,First Owner,5.0,220.0,Bajaj
2312,3700.0,First Owner,4.0,250.0,Hyosung
2318,6000.0,First Owner,4.0,899.0,Benelli
2319,14171.0,First Owner,3.0,350.0,Royal Enfield
2320,20700.0,First Owner,5.0,100.0,Hero
2321,22518.0,First Owner,5.0,100.0,Hero
2324,38311.0,Second Owner,4.0,180.0,TVS
2325,4500.0,First Owner,2.0,200.0,TVS
2326,15000.0,First Owner,8.0,200.0,KTM
2327,10000.0,First Owner,6.0,350.0,Royal Enfield
2329,25000.0,First Owner,5.0,220.0,Bajaj
2330,28000.0,Second Owner,12.0,150.0,Yamaha
2331,8000.0,First Owner,5.0,535.0,Royal Enfield
2332,8500.0,First Owner,2.0,650.0,Royal Enfield
2333,17000.0,First Owner,5.0,220.0,Bajaj
2334,30000.0,First Owner,9.0,796.0,Ducati
2336,62000.0,First Owner,9.0,150.0,Honda
2337,14000.0,First Owner,11.0,150.0,Yamaha
2344,14497.0,First Owner,5.0,200.0,TVS
2345,12000.0,First Owner,3.0,350.0,Royal Enfield
2346,25683.0,First Owner,9.0,100.0,Hero
2347,22000.0,First Owner,11.0,110.0,Honda
2348,17225.0,First Owner,4.0,100.0,Hero
2349,7119.0,First Owner,2.0,110.0,Honda
2350,17400.0,First Owner,9.0,350.0,Royal Enfield
2351,19033.0,First Owner,5.0,350.0,Royal Enfield
2352,45000.0,First Owner,11.0,100.0,Hero
2353,45000.0,First Owner,9.0,100.0,Bajaj
2354,28000.0,First Owner,7.0,150.0,Yamaha
2355,36000.0,First Owner,10.0,150.0,Bajaj
2356,14000.0,First Owner,3.0,310.0,TVS
2357,23000.0,First Owner,7.0,350.0,Royal Enfield
2358,32011.0,First Owner,11.0,150.0,Yamaha
2359,6000.0,First Owner,3.0,180.0,TVS
2360,6000.0,First Owner,2.0,110.0,TVS
2361,9648.0,First Owner,4.0,350.0,Royal Enfield
2362,16128.0,First Owner,4.0,150.0,Bajaj
2363,13157.0,Third Owner,5.0,220.0,Bajaj
2364,19411.0,First Owner,9.0,160.0,TVS
2371,40000.0,Second Owner,20.0,350.0,Royal Enfield
2372,8000.0,First Owner,9.0,150.0,Yamaha
2389,20000.0,First Owner,6.0,220.0,Bajaj
2390,28524.0,Third Owner,8.0,150.0,Honda
2391,13000.0,First Owner,3.0,180.0,Bajaj
2392,37246.0,First Owner,6.0,150.0,Yamaha
2397,2500.0,First Owner,5.0,200.0,Bajaj
2399,20108.0,First Owner,10.0,100.0,Hero
2400,22728.0,First Owner,11.0,125.0,Hero
2403,27000.0,First Owner,4.0,883.0,Harley-Davidson
2404,10536.0,Second Owner,4.0,250.0,KTM
2405,2412.0,First Owner,4.0,400.0,Bajaj
2406,2750.0,First Owner,2.0,125.0,Honda
2407,10800.0,Second Owner,6.0,250.0,Kawasaki
2408,180.0,First Owner,4.0,300.0,Kawasaki
2411,43000.0,First Owner,9.0,220.0,Bajaj
2412,7000.0,First Owner,4.0,500.0,Royal Enfield
2413,18000.0,First Owner,5.0,500.0,Royal Enfield
2414,75000.0,First Owner,16.0,150.0,Honda
2415,11496.0,First Owner,2.0,160.0,TVS
2416,5000.0,First Owner,5.0,220.0,Bajaj
2417,9799.0,First Owner,4.0,220.0,Bajaj
2418,48785.0,First Owner,14.0,180.0,Bajaj
2419,42945.0,First Owner,15.0,100.0,Bajaj
2420,32987.0,First Owner,4.0,150.0,Bajaj
2421,45466.0,Second Owner,14.0,125.0,Hero
2422,45380.0,First Owner,6.0,200.0,Bajaj
2423,30000.0,Second Owner,12.0,350.0,Royal Enfield
2424,4800.0,First Owner,4.0,500.0,Royal Enfield
2425,3500.0,First Owner,6.0,220.0,Bajaj
2426,13500.0,First Owner,5.0,350.0,Royal Enfield
2427,16000.0,First Owner,6.0,125.0,Bajaj
2428,7200.0,First Owner,6.0,220.0,Bajaj
2429,12000.0,First Owner,6.0,200.0,Bajaj
2430,20500.0,First Owner,6.0,200.0,Bajaj
2431,4200.0,First Owner,5.0,500.0,Royal Enfield
2432,8300.0,First Owner,4.0,350.0,Royal Enfield
2433,14892.0,First Owner,4.0,100.0,Hero
2434,10000.0,First Owner,5.0,220.0,Bajaj
2435,15000.0,First Owner,5.0,150.0,Bajaj
2436,41000.0,First Owner,8.0,150.0,Honda
2437,18300.0,First Owner,6.0,150.0,Bajaj
2438,36000.0,First Owner,6.0,125.0,Honda
2439,4600.0,First Owner,7.0,500.0,Royal Enfield
2440,29100.0,First Owner,7.0,350.0,Royal Enfield
2441,10000.0,First Owner,5.0,110.0,Hero
2442,36850.0,First Owner,8.0,110.0,Hero
2443,46000.0,First Owner,7.0,350.0,Royal Enfield
2445,2400.0,First Owner,4.0,150.0,Bajaj
2446,35000.0,First Owner,7.0,125.0,Honda
2447,15000.0,First Owner,5.0,180.0,TVS
2448,62000.0,First Owner,9.0,350.0,Royal Enfield
2450,14500.0,First Owner,7.0,350.0,Royal Enfield
2452,23430.0,First Owner,7.0,100.0,Hero
2453,27000.0,First Owner,7.0,500.0,Royal Enfield
2455,18300.0,First Owner,7.0,350.0,Royal Enfield
2456,610.0,First Owner,3.0,150.0,Suzuki
2457,16000.0,First Owner,9.0,500.0,Royal Enfield
2458,7000.0,First Owner,4.0,125.0,Hero
2459,28300.0,First Owner,15.0,223.0,Hero
2460,640.0,First Owner,4.0,200.0,Bajaj
2461,20222.0,First Owner,5.0,150.0,Bajaj
2462,54105.0,First Owner,9.0,110.0,Honda
2463,10300.0,First Owner,4.0,350.0,Royal Enfield
2464,89000.0,First Owner,5.0,160.0,Honda
2465,10000.0,First Owner,3.0,500.0,Royal Enfield
2466,20600.0,First Owner,6.0,350.0,Royal Enfield
2467,5000.0,First Owner,4.0,200.0,TVS
2468,14526.0,First Owner,10.0,150.0,Yamaha
2469,39037.0,First Owner,5.0,150.0,Bajaj
2470,11149.0,First Owner,3.0,250.0,Yamaha
2471,17200.0,First Owner,6.0,350.0,Royal Enfield
2472,42500.0,First Owner,12.0,150.0,Yamaha
2473,22400.0,First Owner,6.0,350.0,Royal Enfield
2474,11000.0,First Owner,4.0,150.0,Bajaj
2475,9500.0,First Owner,3.0,125.0,Bajaj
2477,35595.0,First Owner,3.0,500.0,Royal Enfield
2478,46000.0,First Owner,12.0,135.0,Bajaj
2479,4664.0,First Owner,2.0,100.0,Hero
2480,10500.0,First Owner,6.0,200.0,KTM
2481,14000.0,First Owner,5.0,350.0,Royal Enfield
2482,15334.0,First Owner,6.0,200.0,Bajaj
2483,11500.0,Second Owner,9.0,220.0,Bajaj
2484,7500.0,First Owner,5.0,110.0,TVS
2485,26500.0,First Owner,9.0,150.0,Yamaha
2486,29000.0,First Owner,5.0,500.0,Royal Enfield
2487,3594.0,First Owner,3.0,310.0,TVS
2488,4136.0,First Owner,3.0,310.0,TVS
2489,25000.0,First Owner,4.0,400.0,Bajaj
2490,22000.0,First Owner,8.0,150.0,Yamaha
2491,5080.0,First Owner,4.0,110.0,Honda
2492,16296.0,First Owner,5.0,220.0,Bajaj
2493,35552.0,First Owner,4.0,110.0,TVS
2494,15000.0,First Owner,3.0,100.0,TVS
2495,17729.0,First Owner,4.0,125.0,Hero
2496,14000.0,First Owner,7.0,250.0,Honda
2497,2780.0,First Owner,2.0,110.0,Honda
2498,25000.0,Third Owner,8.0,150.0,Honda
2499,21057.0,Second Owner,5.0,500.0,Royal Enfield
2500,14000.0,First Owner,8.0,150.0,Honda
2501,41781.0,First Owner,9.0,100.0,Bajaj
2502,18083.0,First Owner,5.0,220.0,Bajaj
2503,78000.0,First Owner,13.0,100.0,Hero
2504,35500.0,First Owner,7.0,150.0,Suzuki
2505,9000.0,First Owner,4.0,150.0,Yamaha
2506,17000.0,First Owner,5.0,125.0,Honda
2507,53500.0,First Owner,8.0,150.0,Yamaha
2508,15200.0,First Owner,10.0,220.0,Bajaj
2509,49500.0,First Owner,8.0,125.0,Bajaj
2511,32000.0,First Owner,7.0,100.0,Bajaj
2513,16000.0,First Owner,8.0,125.0,Honda
2514,6000.0,First Owner,5.0,150.0,Hero
2515,36000.0,First Owner,5.0,110.0,TVS
2516,7965.0,First Owner,6.0,390.0,KTM
2517,16250.0,First Owner,7.0,350.0,Royal Enfield
2518,12045.0,First Owner,5.0,100.0,Hero
2519,22550.0,First Owner,6.0,350.0,Royal Enfield
2520,22000.0,First Owner,7.0,500.0,Royal Enfield
2521,39000.0,First Owner,9.0,150.0,Yamaha
2522,1500.0,First Owner,2.0,390.0,KTM
2523,26125.0,First Owner,6.0,350.0,Royal Enfield
2524,24072.0,First Owner,5.0,200.0,KTM
2525,13452.0,First Owner,8.0,100.0,Hero
2526,11455.0,First Owner,6.0,883.0,Harley-Davidson
2527,49000.0,First Owner,11.0,150.0,Honda
2528,7247.0,Second Owner,6.0,535.0,Royal Enfield
2530,11004.0,First Owner,7.0,250.0,Honda
2532,6500.0,First Owner,3.0,350.0,Royal Enfield
2533,16000.0,First Owner,3.0,350.0,Royal Enfield
2534,50926.0,First Owner,6.0,390.0,KTM
2535,9100.0,First Owner,5.0,200.0,Bajaj
2536,24500.0,First Owner,5.0,500.0,Royal Enfield
2537,21651.0,First Owner,9.0,500.0,Royal Enfield
2538,35984.0,First Owner,8.0,100.0,Hero
2539,23444.0,First Owner,4.0,500.0,Royal Enfield
2540,36000.0,First Owner,15.0,350.0,Royal Enfield
2541,28969.0,First Owner,5.0,500.0,Royal Enfield
2542,9718.0,First Owner,5.0,150.0,Bajaj
2543,37248.0,First Owner,11.0,220.0,Bajaj
2544,8600.0,First Owner,5.0,500.0,Royal Enfield
2545,10000.0,First Owner,4.0,300.0,Benelli
2546,30591.0,Second Owner,8.0,350.0,Royal Enfield
2548,32276.0,Second Owner,5.0,220.0,Bajaj
2549,60000.0,First Owner,7.0,220.0,Bajaj
2550,11191.0,First Owner,4.0,500.0,Royal Enfield
2551,9177.0,First Owner,5.0,150.0,Bajaj
2552,18096.0,First Owner,5.0,220.0,Bajaj
2553,47204.0,First Owner,13.0,135.0,Bajaj
2554,2600.0,First Owner,4.0,350.0,Royal Enfield
2555,27235.0,First Owner,4.0,350.0,Royal Enfield
2556,13779.0,First Owner,6.0,500.0,Royal Enfield
2557,16575.0,First Owner,4.0,160.0,TVS
2558,17547.0,First Owner,4.0,220.0,Bajaj
2559,58706.0,First Owner,8.0,180.0,Bajaj
2560,1800.0,First Owner,2.0,150.0,Yamaha
2561,16873.0,First Owner,5.0,150.0,Bajaj
2562,40976.0,First Owner,5.0,150.0,Bajaj
2563,610.0,First Owner,4.0,220.0,Bajaj
2564,37000.0,First Owner,13.0,125.0,Honda
2565,25555.0,Second Owner,5.0,350.0,Royal Enfield
2566,39645.0,First Owner,6.0,350.0,Royal Enfield
2567,61841.0,First Owner,10.0,150.0,Yamaha
2568,15559.0,First Owner,3.0,350.0,Royal Enfield
2569,25000.0,First Owner,8.0,125.0,Bajaj
2570,25600.0,Second Owner,7.0,220.0,Bajaj
2571,44496.0,First Owner,11.0,150.0,Bajaj
2572,16000.0,Second Owner,5.0,200.0,Bajaj
2573,42585.0,First Owner,5.0,220.0,Bajaj
2574,23185.0,First Owner,4.0,160.0,TVS
2575,23188.0,First Owner,6.0,110.0,Honda
2576,3208.0,First Owner,4.0,350.0,Royal Enfield
2577,11047.0,First Owner,3.0,110.0,Honda
2578,51805.0,First Owner,15.0,125.0,Bajaj
2579,26000.0,First Owner,6.0,150.0,Yamaha
2580,5233.0,First Owner,5.0,150.0,Bajaj
2581,1400.0,First Owner,5.0,390.0,KTM
2582,70142.0,First Owner,10.0,100.0,Bajaj
2583,14000.0,First Owner,8.0,220.0,Bajaj
2584,20000.0,Second Owner,6.0,180.0,TVS
2585,31500.0,First Owner,3.0,150.0,Suzuki
2586,29890.0,First Owner,6.0,220.0,Bajaj
2588,98971.0,First Owner,8.0,150.0,Honda
2589,6832.0,First Owner,4.0,400.0,Bajaj
2590,14802.0,First Owner,3.0,150.0,Suzuki
2591,25000.0,Second Owner,5.0,350.0,Royal Enfield
2592,12000.0,First Owner,4.0,100.0,Hero
2593,35000.0,Third Owner,10.0,125.0,Honda
2594,13000.0,Second Owner,4.0,100.0,Hero
2595,42107.0,Second Owner,10.0,135.0,Bajaj
2596,9700.0,First Owner,7.0,150.0,Honda
2597,20700.0,First Owner,10.0,250.0,Honda
2598,35710.0,First Owner,8.0,125.0,Honda
2599,1500.0,First Owner,5.0,750.0,Harley-Davidson
2600,4300.0,First Owner,5.0,200.0,Bajaj
2601,40000.0,First Owner,8.0,125.0,Honda
2602,9200.0,First Owner,4.0,400.0,Bajaj
2603,15618.0,First Owner,5.0,150.0,Honda
2604,2350.0,First Owner,2.0,300.0,Mahindra
2605,6000.0,First Owner,4.0,650.0,Kawasaki
2606,8000.0,First Owner,3.0,650.0,Kawasaki
2607,21775.0,First Owner,6.0,100.0,Hero
2608,19334.0,First Owner,4.0,150.0,Suzuki
2609,4200.0,First Owner,4.0,150.0,Suzuki
2610,9816.0,Second Owner,5.0,350.0,Royal Enfield
2611,20069.0,Second Owner,6.0,350.0,Royal Enfield
2612,14482.0,First Owner,2.0,310.0,BMW
2613,22793.0,First Owner,6.0,125.0,Bajaj
2614,31282.0,First Owner,6.0,110.0,Honda
2615,3400.0,First Owner,3.0,390.0,KTM
2616,16400.0,First Owner,7.0,350.0,Royal Enfield
2617,16000.0,First Owner,6.0,350.0,Royal Enfield
2618,57000.0,First Owner,7.0,180.0,Bajaj
2619,50788.0,First Owner,12.0,223.0,Hero
2620,53301.0,First Owner,9.0,125.0,Hero
2621,50000.0,First Owner,8.0,150.0,Honda
2622,48101.0,First Owner,6.0,100.0,Bajaj
2624,100000.0,Second Owner,11.0,150.0,Yamaha
2625,10000.0,First Owner,2.0,350.0,Royal Enfield
2626,13260.0,Second Owner,5.0,350.0,Royal Enfield
2627,57000.0,Third Owner,10.0,150.0,Yamaha
2628,55000.0,Second Owner,11.0,150.0,Bajaj
2629,1656.0,First Owner,6.0,220.0,Bajaj
2630,3841.0,First Owner,3.0,350.0,Royal Enfield
2631,11584.0,First Owner,2.0,110.0,Hero
2632,31216.0,First Owner,5.0,500.0,Royal Enfield
2633,26460.0,First Owner,8.0,110.0,Mahindra
2634,9324.0,First Owner,4.0,400.0,Bajaj
2635,3607.0,First Owner,4.0,125.0,Hero
2636,48602.0,First Owner,9.0,350.0,Royal Enfield
2637,23588.0,First Owner,12.0,100.0,Hero
2638,31782.0,First Owner,6.0,220.0,Bajaj
2639,32041.0,First Owner,5.0,125.0,Hero
2641,2200.0,First Owner,3.0,350.0,Royal Enfield
2642,10000.0,First Owner,5.0,750.0,Harley-Davidson
2643,15400.0,First Owner,5.0,350.0,Royal Enfield
2644,9000.0,First Owner,16.0,350.0,Royal Enfield
2645,18470.0,First Owner,6.0,200.0,Bajaj
2646,40000.0,First Owner,6.0,350.0,Royal Enfield
2647,32148.0,Second Owner,14.0,150.0,Bajaj
2648,30000.0,First Owner,12.0,150.0,Bajaj
2649,2700.0,First Owner,6.0,200.0,Bajaj
2650,28000.0,First Owner,5.0,150.0,Suzuki
2651,8811.0,First Owner,3.0,200.0,TVS
2652,14600.0,First Owner,4.0,150.0,Bajaj
2653,15091.0,Second Owner,7.0,220.0,Bajaj
2654,1877.0,First Owner,2.0,100.0,Hero
2655,50697.0,First Owner,8.0,500.0,Royal Enfield
2656,15097.0,Second Owner,5.0,220.0,Bajaj
2657,16000.0,First Owner,5.0,200.0,Bajaj
2658,135000.0,First Owner,10.0,125.0,Bajaj
2659,13059.0,First Owner,3.0,150.0,Suzuki
2660,17000.0,First Owner,5.0,500.0,Royal Enfield
2661,48000.0,First Owner,5.0,150.0,Yamaha
2662,60000.0,First Owner,13.0,150.0,Hero
2663,4100.0,First Owner,5.0,160.0,Honda
2664,38140.0,First Owner,8.0,160.0,TVS
2665,50143.0,First Owner,14.0,500.0,Royal Enfield
2666,34640.0,First Owner,6.0,200.0,Bajaj
2667,2500.0,First Owner,3.0,160.0,Bajaj
2668,53999.0,First Owner,11.0,180.0,Bajaj
2669,5000.0,First Owner,4.0,350.0,Royal Enfield
2670,45945.0,First Owner,7.0,150.0,Honda
2671,26070.0,Second Owner,8.0,220.0,Bajaj
2672,4376.0,First Owner,5.0,350.0,Royal Enfield
2673,5000.0,First Owner,6.0,650.0,Kawasaki
2674,11000.0,First Owner,4.0,125.0,Bajaj
2675,12000.0,First Owner,8.0,200.0,Bajaj
2676,21306.0,First Owner,5.0,200.0,Bajaj
2677,9556.0,First Owner,4.0,200.0,Bajaj
2678,75956.0,First Owner,7.0,500.0,Royal Enfield
2679,29800.0,First Owner,6.0,150.0,Honda
2680,17288.0,First Owner,4.0,125.0,Bajaj
2681,70000.0,First Owner,11.0,180.0,Bajaj
2682,34276.0,First Owner,8.0,350.0,Royal Enfield
2683,7600.0,First Owner,8.0,220.0,Bajaj
2684,12000.0,First Owner,5.0,200.0,Bajaj
2685,25102.0,First Owner,6.0,220.0,Bajaj
2686,30000.0,First Owner,11.0,150.0,Honda
2687,39000.0,First Owner,14.0,100.0,Hero
2688,99999.0,First Owner,17.0,125.0,Bajaj
2689,20500.0,First Owner,10.0,150.0,Yamaha
2691,15500.0,First Owner,8.0,350.0,Royal Enfield
2692,7000.0,First Owner,5.0,300.0,Mahindra
2693,12300.0,First Owner,5.0,350.0,Royal Enfield
2694,14448.0,First Owner,6.0,350.0,Royal Enfield
2695,28000.0,First Owner,4.0,100.0,Hero
2696,70756.0,First Owner,13.0,100.0,Hero
2697,35000.0,First Owner,9.0,150.0,Bajaj
2698,61000.0,First Owner,6.0,135.0,Bajaj
2699,48000.0,First Owner,8.0,150.0,Yamaha
2700,12510.0,First Owner,4.0,150.0,Hero
2701,15450.0,First Owner,6.0,100.0,Hero
2702,13443.0,First Owner,3.0,125.0,Honda
2703,14200.0,First Owner,5.0,390.0,KTM
2704,35123.0,First Owner,6.0,350.0,Royal Enfield
2705,19500.0,First Owner,6.0,180.0,TVS
2707,22113.0,First Owner,18.0,100.0,Hero
2708,21913.0,First Owner,4.0,750.0,Harley-Davidson
2709,4899.0,Second Owner,5.0,750.0,Harley-Davidson
2710,12530.0,First Owner,3.0,110.0,TVS
2711,28000.0,First Owner,4.0,200.0,TVS
2712,23397.0,First Owner,4.0,350.0,Royal Enfield
2715,17500.0,First Owner,11.0,100.0,Hero
2716,14271.0,First Owner,4.0,200.0,TVS
2717,23000.0,First Owner,17.0,150.0,Bajaj
2718,10600.0,First Owner,5.0,350.0,Royal Enfield
2719,35000.0,First Owner,4.0,350.0,Royal Enfield
2720,26081.0,First Owner,7.0,350.0,Royal Enfield
2721,16694.0,First Owner,7.0,350.0,Royal Enfield
2722,6777.0,First Owner,5.0,220.0,Bajaj
2723,750.0,First Owner,4.0,350.0,Royal Enfield
2724,18552.0,First Owner,4.0,500.0,Royal Enfield
2725,56273.0,First Owner,5.0,350.0,Royal Enfield
2726,39252.0,First Owner,17.0,100.0,Hero
2727,14576.0,Second Owner,6.0,350.0,Royal Enfield
2728,2792.0,Second Owner,5.0,150.0,Bajaj
2729,15306.0,Second Owner,13.0,350.0,Royal Enfield
2730,30124.0,First Owner,11.0,125.0,Honda
2731,17281.0,First Owner,3.0,125.0,Bajaj
2732,14495.0,First Owner,3.0,150.0,Suzuki
2733,55534.0,First Owner,10.0,150.0,Bajaj
2734,13782.0,First Owner,4.0,883.0,Harley-Davidson
2735,2500.0,First Owner,2.0,350.0,Royal Enfield
2736,5848.0,First Owner,3.0,200.0,Bajaj
2737,23000.0,First Owner,5.0,150.0,Yamaha
2738,8500.0,First Owner,5.0,650.0,Kawasaki
2739,7500.0,Second Owner,3.0,160.0,Honda
2740,200.0,First Owner,4.0,350.0,Royal Enfield
2741,5800.0,First Owner,5.0,350.0,Royal Enfield
2742,29030.0,First Owner,4.0,125.0,Hero
2744,31571.0,Second Owner,10.0,350.0,Royal Enfield
2745,40169.0,First Owner,5.0,150.0,Yamaha
2746,10200.0,First Owner,5.0,200.0,Bajaj
2747,17500.0,Second Owner,9.0,350.0,Royal Enfield
2748,7390.0,First Owner,6.0,250.0,Hyosung
2749,14061.0,First Owner,6.0,180.0,TVS
2750,20000.0,First Owner,8.0,500.0,Royal Enfield
2751,20000.0,Second Owner,6.0,350.0,Royal Enfield
2752,11937.0,First Owner,4.0,350.0,Royal Enfield
2753,10500.0,First Owner,4.0,200.0,Bajaj
2754,52928.0,First Owner,11.0,100.0,Hero
2755,58000.0,First Owner,11.0,150.0,Hero
2756,37000.0,Second Owner,9.0,220.0,Bajaj
2758,33000.0,First Owner,5.0,180.0,Bajaj
2759,100670.0,First Owner,5.0,350.0,Royal Enfield
2760,56482.0,First Owner,8.0,150.0,Bajaj
2761,29331.0,First Owner,4.0,150.0,Suzuki
2762,67363.0,First Owner,8.0,180.0,TVS
2763,55000.0,First Owner,10.0,150.0,Yamaha
2764,31530.0,First Owner,6.0,350.0,Royal Enfield
2765,51000.0,First Owner,10.0,100.0,Hero
2767,13000.0,First Owner,7.0,220.0,Bajaj
2768,21458.0,First Owner,5.0,200.0,TVS
2769,33000.0,First Owner,6.0,150.0,Yamaha
2770,33755.0,First Owner,7.0,110.0,Honda
2771,35409.0,First Owner,4.0,180.0,Bajaj
2772,8000.0,First Owner,4.0,125.0,Honda
2773,20000.0,First Owner,6.0,180.0,Bajaj
2774,3310.0,First Owner,5.0,160.0,Honda
2775,58000.0,First Owner,13.0,100.0,Hero
2776,33300.0,First Owner,8.0,390.0,KTM
2777,15000.0,First Owner,6.0,200.0,Bajaj
2778,18000.0,First Owner,8.0,500.0,Royal Enfield
2779,29000.0,First Owner,4.0,150.0,Suzuki
2780,20000.0,Second Owner,8.0,125.0,Bajaj
2781,14615.0,First Owner,12.0,150.0,Yamaha
2782,2860.0,First Owner,2.0,110.0,Bajaj
2783,24065.0,First Owner,6.0,150.0,Hero
2784,9614.0,First Owner,11.0,150.0,Yamaha
2785,30000.0,Second Owner,14.0,150.0,Bajaj
2786,7034.0,First Owner,4.0,160.0,Bajaj
2788,19225.0,First Owner,10.0,350.0,Royal Enfield
2789,68000.0,First Owner,10.0,110.0,Honda
2790,29500.0,First Owner,6.0,150.0,Yamaha
2791,20000.0,First Owner,8.0,110.0,Mahindra
2792,32000.0,First Owner,7.0,220.0,Bajaj
2793,30000.0,First Owner,7.0,125.0,Honda
2794,20468.0,First Owner,4.0,150.0,Bajaj
2795,45000.0,First Owner,7.0,150.0,Yamaha
2796,30000.0,Third Owner,8.0,500.0,Royal Enfield
2797,30000.0,First Owner,6.0,100.0,Hero
2798,39309.0,Second Owner,8.0,200.0,Bajaj
2799,9600.0,First Owner,5.0,150.0,Bajaj
2800,14854.0,First Owner,7.0,150.0,Yamaha
2801,12000.0,First Owner,5.0,220.0,Bajaj
2802,35596.0,First Owner,5.0,150.0,Bajaj
2803,45686.0,First Owner,4.0,250.0,Yamaha
2804,24516.0,First Owner,6.0,350.0,Royal Enfield
2805,14000.0,First Owner,5.0,150.0,Bajaj
